id,created_at,user_name,text,lang
1410323884457529346,2021-06-30 19:46:31+00:00,Carl Kolchak’s Ghost 👻🇺🇸🇺🇸,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323763493703681,2021-06-30 19:46:02+00:00,Peter Lee,"RT @MSFTResearch: Congratulations to Emma Pierson, Microsoft senior researcher and @cornell_tech assistant professor, for being named one o…",en
1410323752064360453,2021-06-30 19:45:59+00:00,Mark Flanagan,"@Sainsburys_Bank Annoyed and let down. £200+ fraudulent claims, someone using my details to purchase xbox games. De… https://t.co/BT9xyhI0QU",en
1410323740412502021,2021-06-30 19:45:56+00:00,Gordo Ing.,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323733051580419,2021-06-30 19:45:55+00:00,President TRUMP won by a LANDSLIDE!!!!!!!,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323714344833026,2021-06-30 19:45:50+00:00,Dormzi,"Beating out Amazon, Google, and Microsoft for the fastest company to be valued at 1 bil.",en
1410323685525929990,2021-06-30 19:45:43+00:00,ƔƠƝƁƦƲƇƘЄƝ 𓄂,RT @Perpetualmaniac: GPL licensed free software explicitly bans the use of their code in commercial products. Microsoft used this code anyw…,en
1410323667054174211,2021-06-30 19:45:39+00:00,Clay 🇺🇸,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323625912188932,2021-06-30 19:45:29+00:00,SharePoint stuff,"⛔ How to stop messages being posted on moderated org-wide Teams 

https://t.co/pWAZzlmd8O

#Microsoft #Teams #O365",en
1410323582966669314,2021-06-30 19:45:19+00:00,All Lies Will Be Revealed 🇺🇸,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323582312275969,2021-06-30 19:45:19+00:00,Mary Mahobej,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323581439860736,2021-06-30 19:45:19+00:00,Schöner Tod --Tod Cast,@abduplays_ @OrtizYohnny The ps3 comment is only true cuz blue ray beat out HD video for the next line of drives. I… https://t.co/JsGmYirwdC,en
1410323484069314567,2021-06-30 19:44:55+00:00,L.A. Honeycutt,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323395246542852,2021-06-30 19:44:34+00:00,TruePoliticsMan,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323384039247873,2021-06-30 19:44:31+00:00,Quotes Bot,"A photo app is a utility. It's like comparing 'Twitter' to Microsoft Word. If you want to be an author, you're not… https://t.co/zbEBC7c4rc",en
1410323355958394884,2021-06-30 19:44:25+00:00,10sts0u1,@danno_omen Resogun and super star dust came at the beginning of last gen. Those were high points they’ve had high… https://t.co/EXjnppk892,en
1410323337402793992,2021-06-30 19:44:20+00:00,Tim Albright,RT @mKrejci: This week on CTI TIPS we scratch the “surface” on the functionality of the Microsoft Surface Hub 2S | CTI TIPS https://t.co/cd…,en
1410323325985902593,2021-06-30 19:44:18+00:00,Tobias Schlauch,"RT @stilkov: If you use GitHub Copilot, you should at least be aware that it will ultimately be you, not GitHub/Microsoft, who will be resp…",en
1410323313956687874,2021-06-30 19:44:15+00:00,Leche Mattsson,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323301877100546,2021-06-30 19:44:12+00:00,KarmaBytes,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323271862661121,2021-06-30 19:44:05+00:00,Spatial Intersection,"RT @revodavid: Big news related to R #rstats at Microsoft: a renewed focus on open-source CRAN R, and proprietary packages formerly part of…",en
1410323203612831745,2021-06-30 19:43:48+00:00,Silence Do Good,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323172356984838,2021-06-30 19:43:41+00:00,Adam Jokiel,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323162231836672,2021-06-30 19:43:39+00:00,Blake,"@0DDJ0BB @Microsoft To be fair, that's not supposed to be true: https://t.co/eAV2XGVz37",en
1410323101145960452,2021-06-30 19:43:24+00:00,Bharat,"RT @revodavid: Big news related to R #rstats at Microsoft: a renewed focus on open-source CRAN R, and proprietary packages formerly part of…",en
